random	SNP_n	lncRNA_n
lncrna_rsid2646.bed	17	21
lncrna_rsid2647.bed	14	18
lncrna_rsid2648.bed	23	31
lncrna_rsid2649.bed	20	32
lncrna_rsid2650.bed	15	22
lncrna_rsid2651.bed	23	39
lncrna_rsid2652.bed	20	27
lncrna_rsid2653.bed	32	36
lncrna_rsid2654.bed	19	23
lncrna_rsid2655.bed	11	14
lncrna_rsid2656.bed	23	31
lncrna_rsid2657.bed	22	27
lncrna_rsid2658.bed	15	23
lncrna_rsid2659.bed	21	25
lncrna_rsid2660.bed	13	17
lncrna_rsid2661.bed	20	21
lncrna_rsid2662.bed	19	32
lncrna_rsid2663.bed	23	34
lncrna_rsid2664.bed	22	39
lncrna_rsid2665.bed	27	32
lncrna_rsid2666.bed	19	27
lncrna_rsid2667.bed	16	28
lncrna_rsid2668.bed	19	25
lncrna_rsid2669.bed	28	35
lncrna_rsid2670.bed	18	25
lncrna_rsid2671.bed	21	30
lncrna_rsid2672.bed	15	25
lncrna_rsid2673.bed	23	36
lncrna_rsid2674.bed	15	20
lncrna_rsid2675.bed	13	14
lncrna_rsid2676.bed	15	16
lncrna_rsid2677.bed	20	24
lncrna_rsid2678.bed	22	32
lncrna_rsid2679.bed	20	29
lncrna_rsid2680.bed	20	30
lncrna_rsid2681.bed	26	38
lncrna_rsid2682.bed	23	27
lncrna_rsid2683.bed	15	21
lncrna_rsid2684.bed	16	25
lncrna_rsid2685.bed	27	29
lncrna_rsid2686.bed	15	18
lncrna_rsid2687.bed	22	27
lncrna_rsid2688.bed	12	15
lncrna_rsid2689.bed	25	30
lncrna_rsid2690.bed	18	20
lncrna_rsid2691.bed	18	26
lncrna_rsid2692.bed	21	27
lncrna_rsid2693.bed	28	35
lncrna_rsid2694.bed	14	21
lncrna_rsid2695.bed	19	25
lncrna_rsid2696.bed	17	33
lncrna_rsid2697.bed	17	27
lncrna_rsid2698.bed	24	40
lncrna_rsid2699.bed	19	30
lncrna_rsid2700.bed	12	17
lncrna_rsid2701.bed	18	22
lncrna_rsid2702.bed	13	18
lncrna_rsid2703.bed	19	22
lncrna_rsid2704.bed	22	28
lncrna_rsid2705.bed	13	20
lncrna_rsid2706.bed	18	23
lncrna_rsid2707.bed	19	26
lncrna_rsid2708.bed	25	29
lncrna_rsid2709.bed	18	28
lncrna_rsid2710.bed	21	22
lncrna_rsid2711.bed	23	31
lncrna_rsid2712.bed	19	25
lncrna_rsid2713.bed	19	28
lncrna_rsid2714.bed	19	23
lncrna_rsid2715.bed	20	23
lncrna_rsid2716.bed	22	30
lncrna_rsid2717.bed	18	43
lncrna_rsid2718.bed	27	37
lncrna_rsid2719.bed	19	26
lncrna_rsid2720.bed	16	20
lncrna_rsid2721.bed	16	29
lncrna_rsid2722.bed	24	32
lncrna_rsid2723.bed	19	26
lncrna_rsid2724.bed	29	45
lncrna_rsid2725.bed	19	25
lncrna_rsid2726.bed	17	28
lncrna_rsid2727.bed	18	25
lncrna_rsid2728.bed	25	32
lncrna_rsid2729.bed	16	20
lncrna_rsid2730.bed	15	16
lncrna_rsid2731.bed	33	44
lncrna_rsid2732.bed	21	22
lncrna_rsid2733.bed	22	24
lncrna_rsid2734.bed	25	31
lncrna_rsid2735.bed	18	19
lncrna_rsid2736.bed	20	23
lncrna_rsid2737.bed	28	39
lncrna_rsid2738.bed	23	27
lncrna_rsid2739.bed	10	14
lncrna_rsid2740.bed	20	23
lncrna_rsid2741.bed	24	37
lncrna_rsid2742.bed	25	38
lncrna_rsid2743.bed	26	36
lncrna_rsid2744.bed	18	25
lncrna_rsid2745.bed	17	25
lncrna_rsid2746.bed	24	33
lncrna_rsid2747.bed	24	31
lncrna_rsid2748.bed	32	49
lncrna_rsid2749.bed	26	33
lncrna_rsid2750.bed	26	38
lncrna_rsid2751.bed	14	21
lncrna_rsid2752.bed	27	39
lncrna_rsid2753.bed	14	31
lncrna_rsid2754.bed	23	30
lncrna_rsid2755.bed	15	16
lncrna_rsid2756.bed	18	25
lncrna_rsid2757.bed	23	34
lncrna_rsid2758.bed	20	32
lncrna_rsid2759.bed	15	30
lncrna_rsid2760.bed	15	21
lncrna_rsid2761.bed	22	50
lncrna_rsid2762.bed	19	25
lncrna_rsid2763.bed	28	53
lncrna_rsid2764.bed	24	30
lncrna_rsid2765.bed	17	29
lncrna_rsid2766.bed	18	21
lncrna_rsid2767.bed	22	28
lncrna_rsid2768.bed	24	29
lncrna_rsid2769.bed	19	31
lncrna_rsid2770.bed	16	18
lncrna_rsid2771.bed	13	15
lncrna_rsid2772.bed	23	48
lncrna_rsid2773.bed	24	29
lncrna_rsid2774.bed	21	27
lncrna_rsid2775.bed	18	27
lncrna_rsid2776.bed	20	26
lncrna_rsid2777.bed	23	29
lncrna_rsid2778.bed	17	25
lncrna_rsid2779.bed	17	22
lncrna_rsid2780.bed	17	23
lncrna_rsid2781.bed	21	31
lncrna_rsid2782.bed	24	30
lncrna_rsid2783.bed	15	20
lncrna_rsid2784.bed	28	48
lncrna_rsid2785.bed	15	15
lncrna_rsid2786.bed	23	31
lncrna_rsid2787.bed	23	28
lncrna_rsid2788.bed	18	21
lncrna_rsid2789.bed	24	35
lncrna_rsid2790.bed	25	33
lncrna_rsid2791.bed	23	26
lncrna_rsid2792.bed	26	39
lncrna_rsid2793.bed	26	30
lncrna_rsid2794.bed	26	37
lncrna_rsid2795.bed	21	49
lncrna_rsid2796.bed	15	26
lncrna_rsid2797.bed	14	16
lncrna_rsid2798.bed	25	35
lncrna_rsid2799.bed	19	26
lncrna_rsid2800.bed	17	22
lncrna_rsid2801.bed	24	38
lncrna_rsid2802.bed	28	38
lncrna_rsid2803.bed	17	18
lncrna_rsid2804.bed	24	39
lncrna_rsid2805.bed	26	44
lncrna_rsid2806.bed	20	45
lncrna_rsid2807.bed	20	27
lncrna_rsid2808.bed	13	14
lncrna_rsid2809.bed	23	24
lncrna_rsid2810.bed	14	18
lncrna_rsid2811.bed	20	24
lncrna_rsid2812.bed	17	22
lncrna_rsid2813.bed	26	31
lncrna_rsid2814.bed	18	23
lncrna_rsid2815.bed	26	36
lncrna_rsid2816.bed	22	26
lncrna_rsid2817.bed	14	18
lncrna_rsid2818.bed	9	12
lncrna_rsid2819.bed	21	26
lncrna_rsid2820.bed	23	34
lncrna_rsid2821.bed	21	76
lncrna_rsid2822.bed	12	18
lncrna_rsid2823.bed	16	23
lncrna_rsid2824.bed	26	35
lncrna_rsid2825.bed	22	24
lncrna_rsid2826.bed	19	26
lncrna_rsid2827.bed	26	33
lncrna_rsid2828.bed	12	23
lncrna_rsid2829.bed	23	39
lncrna_rsid2830.bed	28	42
lncrna_rsid2831.bed	17	20
lncrna_rsid2832.bed	26	41
lncrna_rsid2833.bed	21	29
lncrna_rsid2834.bed	16	28
lncrna_rsid2835.bed	21	30
lncrna_rsid2836.bed	23	29
lncrna_rsid2837.bed	23	34
lncrna_rsid2838.bed	18	35
lncrna_rsid2839.bed	30	39
lncrna_rsid2840.bed	22	26
lncrna_rsid2841.bed	20	21
lncrna_rsid2842.bed	21	30
lncrna_rsid2843.bed	23	49
lncrna_rsid2844.bed	15	18
lncrna_rsid2845.bed	18	30
lncrna_rsid2846.bed	25	42
lncrna_rsid2847.bed	18	18
lncrna_rsid2848.bed	21	27
lncrna_rsid2849.bed	34	51
lncrna_rsid2850.bed	29	30
lncrna_rsid2851.bed	28	40
lncrna_rsid2852.bed	18	27
lncrna_rsid2853.bed	21	33
lncrna_rsid2854.bed	29	42
lncrna_rsid2855.bed	27	33
lncrna_rsid2856.bed	21	32
lncrna_rsid2857.bed	18	27
lncrna_rsid2858.bed	19	29
lncrna_rsid2859.bed	21	24
lncrna_rsid2860.bed	19	30
lncrna_rsid2861.bed	18	30
lncrna_rsid2862.bed	24	38
lncrna_rsid2863.bed	20	26
lncrna_rsid2864.bed	22	34
lncrna_rsid2865.bed	25	33
lncrna_rsid2866.bed	23	34
lncrna_rsid2867.bed	18	27
lncrna_rsid2868.bed	15	17
lncrna_rsid2869.bed	27	34
lncrna_rsid2870.bed	19	26
lncrna_rsid2871.bed	18	31
lncrna_rsid2872.bed	23	30
lncrna_rsid2873.bed	19	29
lncrna_rsid2874.bed	16	17
lncrna_rsid2875.bed	18	23
lncrna_rsid2876.bed	18	25
lncrna_rsid2877.bed	17	41
lncrna_rsid2878.bed	26	29
lncrna_rsid2879.bed	20	34
lncrna_rsid2880.bed	33	41
lncrna_rsid2881.bed	26	28
lncrna_rsid2882.bed	22	30
lncrna_rsid2883.bed	20	35
lncrna_rsid2884.bed	16	23
lncrna_rsid2885.bed	33	49
lncrna_rsid2886.bed	17	27
lncrna_rsid2887.bed	22	34
lncrna_rsid2888.bed	20	29
lncrna_rsid2889.bed	19	34
lncrna_rsid2890.bed	19	27
lncrna_rsid2891.bed	18	23
lncrna_rsid2892.bed	18	26
lncrna_rsid2893.bed	18	25
lncrna_rsid2894.bed	19	35
lncrna_rsid2895.bed	17	26
lncrna_rsid2896.bed	16	19
lncrna_rsid2897.bed	30	40
lncrna_rsid2898.bed	30	38
lncrna_rsid2899.bed	16	21
lncrna_rsid2900.bed	22	53
lncrna_rsid2901.bed	19	32
lncrna_rsid2902.bed	23	40
lncrna_rsid2903.bed	25	33
lncrna_rsid2904.bed	26	28
lncrna_rsid2905.bed	18	20
lncrna_rsid2906.bed	13	18
lncrna_rsid2907.bed	20	27
lncrna_rsid2908.bed	13	19
lncrna_rsid2909.bed	18	21
lncrna_rsid2910.bed	27	46
lncrna_rsid2911.bed	27	34
lncrna_rsid2912.bed	26	40
lncrna_rsid2913.bed	22	25
lncrna_rsid2914.bed	28	43
lncrna_rsid2915.bed	23	27
lncrna_rsid2916.bed	22	25
lncrna_rsid2917.bed	14	19
lncrna_rsid2918.bed	28	47
lncrna_rsid2919.bed	16	31
lncrna_rsid2920.bed	22	42
lncrna_rsid2921.bed	27	49
lncrna_rsid2922.bed	18	21
lncrna_rsid2923.bed	21	24
lncrna_rsid2924.bed	24	36
lncrna_rsid2925.bed	21	24
lncrna_rsid2926.bed	22	31
lncrna_rsid2927.bed	16	25
lncrna_rsid2928.bed	21	37
lncrna_rsid2929.bed	28	40
lncrna_rsid2930.bed	25	41
lncrna_rsid2931.bed	31	41
lncrna_rsid2932.bed	22	34
lncrna_rsid2933.bed	22	35
lncrna_rsid2934.bed	26	46
lncrna_rsid2935.bed	19	20
lncrna_rsid2936.bed	23	27
lncrna_rsid2937.bed	17	21
lncrna_rsid2938.bed	17	23
lncrna_rsid2939.bed	25	35
lncrna_rsid2940.bed	18	18
lncrna_rsid2941.bed	17	27
lncrna_rsid2942.bed	20	27
lncrna_rsid2943.bed	26	28
lncrna_rsid2944.bed	19	41
lncrna_rsid2945.bed	28	39
lncrna_rsid2946.bed	20	24
lncrna_rsid2947.bed	19	24
lncrna_rsid2948.bed	21	27
lncrna_rsid2949.bed	19	27
lncrna_rsid2950.bed	30	47
lncrna_rsid2951.bed	24	33
lncrna_rsid2952.bed	21	27
lncrna_rsid2953.bed	21	26
lncrna_rsid2954.bed	20	31
lncrna_rsid2955.bed	27	41
lncrna_rsid2956.bed	26	38
lncrna_rsid2957.bed	22	53
lncrna_rsid2958.bed	29	40
lncrna_rsid2959.bed	22	26
lncrna_rsid2960.bed	25	42
lncrna_rsid2961.bed	24	32
lncrna_rsid2962.bed	23	33
lncrna_rsid2963.bed	20	22
lncrna_rsid2964.bed	27	43
lncrna_rsid2965.bed	18	30
lncrna_rsid2966.bed	16	22
lncrna_rsid2967.bed	21	28
lncrna_rsid2968.bed	19	25
lncrna_rsid2969.bed	10	20
lncrna_rsid2970.bed	14	28
lncrna_rsid2971.bed	21	25
lncrna_rsid2972.bed	19	40
lncrna_rsid2973.bed	20	25
lncrna_rsid2974.bed	28	33
lncrna_rsid2975.bed	16	21
lncrna_rsid2976.bed	24	28
lncrna_rsid2977.bed	17	30
lncrna_rsid2978.bed	22	24
lncrna_rsid2979.bed	21	33
lncrna_rsid2980.bed	25	31
lncrna_rsid2981.bed	14	15
lncrna_rsid2982.bed	20	34
lncrna_rsid2983.bed	18	25
lncrna_rsid2984.bed	17	19
lncrna_rsid2985.bed	18	19
lncrna_rsid2986.bed	19	32
lncrna_rsid2987.bed	22	31
lncrna_rsid2988.bed	26	29
lncrna_rsid2989.bed	25	32
lncrna_rsid2990.bed	25	35
lncrna_rsid2991.bed	24	35
lncrna_rsid2992.bed	23	32
lncrna_rsid2993.bed	24	33
lncrna_rsid2994.bed	20	22
lncrna_rsid2995.bed	21	32
lncrna_rsid2996.bed	18	21
lncrna_rsid2997.bed	24	38
lncrna_rsid2998.bed	20	32
lncrna_rsid2999.bed	14	15
lncrna_rsid3000.bed	19	25
lncrna_rsid3001.bed	16	19
lncrna_rsid3002.bed	27	38
lncrna_rsid3003.bed	20	21
lncrna_rsid3004.bed	17	21
lncrna_rsid3005.bed	18	26
lncrna_rsid3006.bed	29	52
lncrna_rsid3007.bed	17	21
lncrna_rsid3008.bed	18	26
lncrna_rsid3009.bed	20	22
lncrna_rsid3010.bed	15	20
lncrna_rsid3011.bed	20	25
lncrna_rsid3012.bed	20	27
lncrna_rsid3013.bed	18	21
lncrna_rsid3014.bed	19	26
lncrna_rsid3015.bed	17	24
lncrna_rsid3016.bed	14	30
lncrna_rsid3017.bed	18	23
lncrna_rsid3018.bed	22	25
lncrna_rsid3019.bed	23	30
lncrna_rsid3020.bed	30	40
lncrna_rsid3021.bed	22	44
lncrna_rsid3022.bed	18	23
lncrna_rsid3023.bed	18	27
lncrna_rsid3024.bed	16	19
lncrna_rsid3025.bed	21	26
lncrna_rsid3026.bed	30	34
lncrna_rsid3027.bed	22	39
lncrna_rsid3028.bed	17	18
lncrna_rsid3029.bed	20	28
lncrna_rsid3030.bed	20	26
lncrna_rsid3031.bed	22	26
lncrna_rsid3032.bed	24	30
lncrna_rsid3033.bed	20	24
lncrna_rsid3034.bed	21	29
lncrna_rsid3035.bed	14	28
lncrna_rsid3036.bed	26	34
lncrna_rsid3037.bed	15	25
lncrna_rsid3038.bed	19	26
lncrna_rsid3039.bed	16	41
lncrna_rsid3040.bed	22	32
lncrna_rsid3041.bed	25	29
lncrna_rsid3042.bed	19	26
lncrna_rsid3043.bed	17	20
lncrna_rsid3044.bed	30	52
lncrna_rsid3045.bed	18	32
lncrna_rsid3046.bed	26	38
lncrna_rsid3047.bed	17	21
lncrna_rsid3048.bed	19	25
lncrna_rsid3049.bed	23	26
lncrna_rsid3050.bed	29	47
lncrna_rsid3051.bed	33	46
lncrna_rsid3052.bed	14	18
lncrna_rsid3053.bed	23	27
lncrna_rsid3054.bed	18	25
lncrna_rsid3055.bed	15	22
lncrna_rsid3056.bed	19	27
lncrna_rsid3057.bed	22	31
lncrna_rsid3058.bed	24	31
lncrna_rsid3059.bed	15	18
lncrna_rsid3060.bed	22	32
lncrna_rsid3061.bed	16	27
lncrna_rsid3062.bed	18	21
lncrna_rsid3063.bed	27	34
lncrna_rsid3064.bed	23	25
lncrna_rsid3065.bed	21	34
lncrna_rsid3066.bed	12	16
lncrna_rsid3067.bed	22	28
lncrna_rsid3068.bed	26	31
lncrna_rsid3069.bed	20	34
lncrna_rsid3070.bed	19	22
lncrna_rsid3071.bed	17	26
lncrna_rsid3072.bed	20	24
lncrna_rsid3073.bed	24	34
lncrna_rsid3074.bed	21	24
lncrna_rsid3075.bed	21	29
lncrna_rsid3076.bed	23	39
lncrna_rsid3077.bed	20	24
lncrna_rsid3078.bed	22	26
lncrna_rsid3079.bed	24	29
lncrna_rsid3080.bed	12	17
lncrna_rsid3081.bed	17	22
lncrna_rsid3082.bed	16	20
lncrna_rsid3083.bed	14	24
lncrna_rsid3084.bed	14	15
lncrna_rsid3085.bed	18	23
lncrna_rsid3086.bed	15	19
lncrna_rsid3087.bed	17	20
lncrna_rsid3088.bed	27	37
lncrna_rsid3089.bed	21	25
lncrna_rsid3090.bed	27	32
lncrna_rsid3091.bed	25	34
lncrna_rsid3092.bed	25	34
lncrna_rsid3093.bed	16	31
lncrna_rsid3094.bed	20	32
lncrna_rsid3095.bed	15	17
lncrna_rsid3096.bed	23	38
lncrna_rsid3097.bed	21	33
lncrna_rsid3098.bed	32	38
lncrna_rsid3099.bed	15	18
lncrna_rsid3100.bed	23	25
lncrna_rsid3101.bed	11	17
lncrna_rsid3102.bed	24	35
lncrna_rsid3103.bed	13	15
lncrna_rsid3104.bed	16	20
lncrna_rsid3105.bed	24	40
lncrna_rsid3106.bed	23	28
lncrna_rsid3107.bed	20	24
lncrna_rsid3108.bed	17	20
lncrna_rsid3109.bed	22	34
lncrna_rsid3110.bed	12	14
lncrna_rsid3111.bed	19	32
lncrna_rsid3112.bed	24	32
lncrna_rsid3113.bed	22	29
lncrna_rsid3114.bed	24	29
lncrna_rsid3115.bed	25	29
lncrna_rsid3116.bed	18	28
lncrna_rsid3117.bed	16	23
lncrna_rsid3118.bed	22	29
lncrna_rsid3119.bed	32	45
lncrna_rsid3120.bed	20	30
lncrna_rsid3121.bed	23	34
lncrna_rsid3122.bed	17	31
lncrna_rsid3123.bed	23	31
lncrna_rsid3124.bed	12	17
lncrna_rsid3125.bed	13	17
lncrna_rsid3126.bed	30	54
lncrna_rsid3127.bed	22	29
lncrna_rsid3128.bed	15	20
lncrna_rsid3129.bed	28	41
lncrna_rsid3130.bed	23	37
lncrna_rsid3131.bed	20	21
lncrna_rsid3132.bed	14	22
lncrna_rsid3133.bed	22	28
lncrna_rsid3134.bed	22	28
lncrna_rsid3135.bed	19	21
lncrna_rsid3136.bed	22	31
lncrna_rsid3137.bed	24	42
lncrna_rsid3138.bed	24	32
lncrna_rsid3139.bed	21	25
lncrna_rsid3140.bed	16	17
lncrna_rsid3141.bed	17	26
lncrna_rsid3142.bed	23	32
lncrna_rsid3143.bed	25	30
lncrna_rsid3144.bed	19	23
lncrna_rsid3145.bed	27	35
lncrna_rsid3146.bed	17	26
lncrna_rsid3147.bed	18	26
lncrna_rsid3148.bed	15	25
lncrna_rsid3149.bed	24	33
lncrna_rsid3150.bed	19	25
lncrna_rsid3151.bed	16	18
lncrna_rsid3152.bed	22	29
lncrna_rsid3153.bed	19	25
lncrna_rsid3154.bed	28	50
lncrna_rsid3155.bed	16	24
lncrna_rsid3156.bed	24	35
lncrna_rsid3157.bed	25	28
lncrna_rsid3158.bed	20	27
lncrna_rsid3159.bed	18	19
lncrna_rsid3160.bed	18	22
lncrna_rsid3161.bed	18	27
lncrna_rsid3162.bed	22	35
lncrna_rsid3163.bed	17	26
lncrna_rsid3164.bed	24	37
lncrna_rsid3165.bed	21	36
lncrna_rsid3166.bed	20	23
lncrna_rsid3167.bed	18	32
lncrna_rsid3168.bed	14	18
lncrna_rsid3169.bed	16	22
lncrna_rsid3170.bed	23	28
lncrna_rsid3171.bed	29	41
lncrna_rsid3172.bed	19	32
lncrna_rsid3173.bed	13	28
lncrna_rsid3174.bed	24	32
lncrna_rsid3175.bed	17	34
lncrna_rsid3176.bed	24	27
lncrna_rsid3177.bed	21	24
lncrna_rsid3178.bed	11	14
lncrna_rsid3179.bed	12	14
lncrna_rsid3180.bed	28	30
lncrna_rsid3181.bed	21	32
lncrna_rsid3182.bed	15	19
lncrna_rsid3183.bed	29	38
lncrna_rsid3184.bed	15	25
lncrna_rsid3185.bed	22	34
lncrna_rsid3186.bed	21	26
lncrna_rsid3187.bed	19	30
lncrna_rsid3188.bed	20	31
lncrna_rsid3189.bed	24	33
lncrna_rsid3190.bed	17	24
lncrna_rsid3191.bed	23	28
lncrna_rsid3192.bed	24	26
lncrna_rsid3193.bed	18	25
lncrna_rsid3194.bed	20	31
lncrna_rsid3195.bed	21	36
lncrna_rsid3196.bed	18	23
lncrna_rsid3197.bed	12	21
lncrna_rsid3198.bed	26	36
lncrna_rsid3199.bed	17	23
lncrna_rsid3200.bed	12	14
lncrna_rsid3201.bed	18	24
lncrna_rsid3202.bed	15	18
lncrna_rsid3203.bed	26	35
lncrna_rsid3204.bed	22	25
lncrna_rsid3205.bed	18	35
lncrna_rsid3206.bed	15	19
lncrna_rsid3207.bed	20	51
lncrna_rsid3208.bed	20	26
lncrna_rsid3209.bed	19	25
lncrna_rsid3210.bed	20	25
lncrna_rsid3211.bed	15	26
lncrna_rsid3212.bed	19	24
lncrna_rsid3213.bed	20	31
lncrna_rsid3214.bed	18	28
lncrna_rsid3215.bed	23	31
lncrna_rsid3216.bed	13	22
lncrna_rsid3217.bed	33	52
lncrna_rsid3218.bed	19	22
lncrna_rsid3219.bed	16	19
lncrna_rsid3220.bed	22	30
lncrna_rsid3221.bed	22	28
lncrna_rsid3222.bed	19	26
lncrna_rsid3223.bed	27	43
lncrna_rsid3224.bed	23	40
lncrna_rsid3225.bed	19	23
lncrna_rsid3226.bed	24	31
lncrna_rsid3227.bed	19	21
lncrna_rsid3228.bed	21	32
lncrna_rsid3229.bed	25	27
lncrna_rsid3230.bed	21	31
lncrna_rsid3231.bed	24	30
lncrna_rsid3232.bed	19	30
lncrna_rsid3233.bed	28	35
lncrna_rsid3234.bed	30	52
lncrna_rsid3235.bed	21	36
lncrna_rsid3236.bed	17	20
lncrna_rsid3237.bed	26	30
lncrna_rsid3238.bed	16	20
lncrna_rsid3239.bed	17	21
lncrna_rsid3240.bed	18	22
lncrna_rsid3241.bed	20	30
lncrna_rsid3242.bed	18	22
lncrna_rsid3243.bed	17	22
lncrna_rsid3244.bed	21	33
lncrna_rsid3245.bed	21	26
lncrna_rsid3246.bed	14	15
lncrna_rsid3247.bed	15	17
lncrna_rsid3248.bed	26	35
lncrna_rsid3249.bed	26	41
lncrna_rsid3250.bed	21	25
lncrna_rsid3251.bed	26	40
lncrna_rsid3252.bed	17	26
lncrna_rsid3253.bed	26	30
lncrna_rsid3254.bed	20	28
lncrna_rsid3255.bed	32	54
lncrna_rsid3256.bed	26	32
lncrna_rsid3257.bed	17	22
lncrna_rsid3258.bed	24	39
lncrna_rsid3259.bed	19	29
lncrna_rsid3260.bed	29	39
lncrna_rsid3261.bed	23	29
lncrna_rsid3262.bed	28	34
lncrna_rsid3263.bed	22	23
lncrna_rsid3264.bed	17	19
lncrna_rsid3265.bed	26	35
lncrna_rsid3266.bed	17	28
lncrna_rsid3267.bed	22	29
lncrna_rsid3268.bed	21	31
lncrna_rsid3269.bed	27	32
lncrna_rsid3270.bed	14	17
lncrna_rsid3271.bed	22	33
lncrna_rsid3272.bed	23	31
lncrna_rsid3273.bed	25	38
lncrna_rsid3274.bed	27	37
lncrna_rsid3275.bed	18	27
lncrna_rsid3276.bed	21	26
lncrna_rsid3277.bed	22	32
lncrna_rsid3278.bed	23	29
lncrna_rsid3279.bed	16	23
lncrna_rsid3280.bed	32	58
lncrna_rsid3281.bed	20	24
lncrna_rsid3282.bed	22	28
lncrna_rsid3283.bed	12	15
lncrna_rsid3284.bed	18	21
lncrna_rsid3285.bed	18	28
lncrna_rsid3286.bed	13	17
lncrna_rsid3287.bed	19	40
lncrna_rsid3288.bed	16	38
lncrna_rsid3289.bed	21	22
lncrna_rsid3290.bed	23	32
lncrna_rsid3291.bed	27	41
lncrna_rsid3292.bed	15	29
lncrna_rsid3293.bed	11	13
lncrna_rsid3294.bed	22	29
lncrna_rsid3295.bed	30	37
lncrna_rsid3296.bed	20	72
lncrna_rsid3297.bed	26	38
lncrna_rsid3298.bed	19	22
lncrna_rsid3299.bed	17	35
lncrna_rsid3300.bed	19	28
lncrna_rsid3301.bed	19	36
lncrna_rsid3302.bed	16	24
lncrna_rsid3303.bed	21	33
lncrna_rsid3304.bed	17	24
lncrna_rsid3305.bed	23	48
lncrna_rsid3306.bed	14	26
lncrna_rsid3307.bed	25	28
lncrna_rsid3308.bed	24	30
lncrna_rsid3309.bed	23	28
lncrna_rsid3310.bed	27	33
lncrna_rsid3311.bed	19	23
lncrna_rsid3312.bed	20	20
lncrna_rsid3313.bed	18	33
lncrna_rsid3314.bed	14	21
lncrna_rsid3315.bed	22	30
lncrna_rsid3316.bed	19	22
lncrna_rsid3317.bed	19	22
lncrna_rsid3318.bed	26	32
lncrna_rsid3319.bed	21	30
lncrna_rsid3320.bed	20	23
lncrna_rsid3321.bed	21	28
lncrna_rsid3322.bed	26	33
lncrna_rsid3323.bed	18	22
lncrna_rsid3324.bed	24	29
lncrna_rsid3325.bed	26	49
lncrna_rsid3326.bed	19	36
lncrna_rsid3327.bed	25	42
lncrna_rsid3328.bed	22	30
lncrna_rsid3329.bed	30	40
lncrna_rsid3330.bed	19	28
lncrna_rsid3331.bed	24	33
lncrna_rsid3332.bed	20	32
lncrna_rsid3333.bed	16	21
lncrna_rsid3334.bed	23	43
lncrna_rsid3335.bed	10	11
lncrna_rsid3336.bed	17	21
lncrna_rsid3337.bed	20	26
lncrna_rsid3338.bed	13	15
lncrna_rsid3339.bed	17	25
lncrna_rsid3340.bed	23	27
lncrna_rsid3341.bed	25	32
lncrna_rsid3342.bed	24	41
lncrna_rsid3343.bed	21	31
lncrna_rsid3344.bed	15	18
lncrna_rsid3345.bed	22	26
lncrna_rsid3346.bed	28	33
lncrna_rsid3347.bed	25	27
lncrna_rsid3348.bed	18	40
lncrna_rsid3349.bed	13	15
lncrna_rsid3350.bed	25	32
lncrna_rsid3351.bed	20	23
lncrna_rsid3352.bed	17	33
lncrna_rsid3353.bed	23	24
lncrna_rsid3354.bed	20	23
lncrna_rsid3355.bed	23	27
lncrna_rsid3356.bed	17	18
lncrna_rsid3357.bed	23	26
lncrna_rsid3358.bed	20	26
lncrna_rsid3359.bed	22	27
lncrna_rsid3360.bed	16	18
lncrna_rsid3361.bed	21	29
lncrna_rsid3362.bed	19	29
lncrna_rsid3363.bed	25	35
lncrna_rsid3364.bed	14	22
lncrna_rsid3365.bed	18	36
lncrna_rsid3366.bed	16	19
lncrna_rsid3367.bed	23	32
lncrna_rsid3368.bed	19	38
lncrna_rsid3369.bed	23	34
lncrna_rsid3370.bed	29	36
lncrna_rsid3371.bed	20	28
lncrna_rsid3372.bed	21	30
lncrna_rsid3373.bed	24	29
lncrna_rsid3374.bed	25	29
lncrna_rsid3375.bed	16	26
lncrna_rsid3376.bed	9	15
lncrna_rsid3377.bed	18	55
lncrna_rsid3378.bed	17	22
lncrna_rsid3379.bed	21	26
lncrna_rsid3380.bed	32	44
lncrna_rsid3381.bed	22	33
lncrna_rsid3382.bed	17	27
lncrna_rsid3383.bed	21	45
lncrna_rsid3384.bed	24	30
lncrna_rsid3385.bed	32	53
lncrna_rsid3386.bed	19	29
lncrna_rsid3387.bed	17	21
lncrna_rsid3388.bed	22	31
lncrna_rsid3389.bed	35	63
lncrna_rsid3390.bed	25	38
lncrna_rsid3391.bed	22	39
lncrna_rsid3392.bed	27	33
lncrna_rsid3393.bed	12	14
lncrna_rsid3394.bed	20	21
lncrna_rsid3395.bed	22	40
lncrna_rsid3396.bed	23	30
lncrna_rsid3397.bed	30	35
lncrna_rsid3398.bed	29	36
lncrna_rsid3399.bed	20	26
lncrna_rsid3400.bed	25	30
lncrna_rsid3401.bed	20	29
lncrna_rsid3402.bed	17	35
lncrna_rsid3403.bed	18	21
lncrna_rsid3404.bed	20	24
lncrna_rsid3405.bed	22	31
lncrna_rsid3406.bed	25	31
lncrna_rsid3407.bed	21	31
lncrna_rsid3408.bed	16	17
lncrna_rsid3409.bed	24	35
lncrna_rsid3410.bed	25	29
lncrna_rsid3411.bed	14	17
lncrna_rsid3412.bed	22	30
lncrna_rsid3413.bed	25	27
lncrna_rsid3414.bed	24	31
lncrna_rsid3415.bed	17	31
lncrna_rsid3416.bed	17	31
lncrna_rsid3417.bed	21	28
lncrna_rsid3418.bed	21	24
lncrna_rsid3419.bed	17	28
lncrna_rsid3420.bed	20	26
lncrna_rsid3421.bed	15	19
